Zpid,BuildingType,CalendarYear built,HeatingHeating,SnowflakeCooling,ParkingParking,HOAHOA,Price Square FeetPrice/sqft,Bedrooms,Bathrooms,Full bathrooms,Features,Flooring,Heating features,Cooling features,Laundry features,Interior features,Total structure area,Total interior livable area,Total number of fireplaces,Fireplace features,Total spaces,Parking features,Garage spaces,Covered spaces,Levels,Stories,Pool features,Exterior features,Lot features,Special conditions,Home type,Architectural style,Property subType,Construction materials,Roof,Property condition,New construction,Year built,Electric information,Water information,Region,Subdivision,HOA fee,Amenities included,Services included,Association name,Association phone,Price Range,Listing Terms,Appliances included,Patio and porch details,Sewer information,Security features,Window features,Accessibility features,View description,Builder name,Entry location
24868493,Detached,1924,Other,None,1 Attached Garage space,,$804,3,3,2," Dishwasher, Microwave, Refrigerator",Hardwood,Other,None," Dryer, Washer",," 2,482"," 2,482 sqft",1," Gas, Living Room",1,Attached,1,1,Two Story,2,None," Back Yard, Front Yard",Irregular Lot,Standard,SingleFamily,Spanish,Detached,Stucco,Tile,Existing,No,1924,No Solar,Public,Alameda,GOLD COAST,,,,,,$2M - $2M," Cash,Conventional"," Dryer, Washer, Dishwasher, Microwave, Refrigerator",,Public Sewer,,,,,Andrew T. Hass,
299075646,Single Family Residence,1925,Wall Furnace,No Data,1 Attached Garage space,,$996,2,1,1,Remodeled Kitchen," Wood, Tile",Wall Furnace,,,,,802 sqft,,Living Room,1," Garage, Off Street",1,1,One,,None,,,,SingleFamily,Bungalow,Single Family Residence,Brick,Shingle,,,1925,,,Alameda,WEST END,,,,,,,," Dryer, Washer",,Public Sewer,,,,,,
24858342,Detached,1928,"Baseboard, Natural Gas, Radiant",None,1 Garage space,,$612,3,3,2," 220 Volt Outlet, Breakfast Bar, Breakfast Nook, Counter - Stone, Dishwasher, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Microwave, Refrigerator, Updated Kitchen, Wet Bar",Hardwood," Baseboard, Natural Gas, Radiant",None," 220 Volt Outlet, Dryer, Laundry Room, Washer"," Breakfast Bar, Breakfast Nook, Stone Counters, Eat-in Kitchen, Updated Kitchen, Wet Bar"," 2,281"," 2,281 sqft",1," Brick, Gas, Living Room",1," Garage Door Opener, Detached, Workshop in Garage",1,1,Two Story,2,None," Back Yard, Front Yard, Garden/Play, Side Yard, Sprinklers Automatic, Sprinklers Front, Sprinklers Side, Storage"," Corner Lot, Cul-De-Sac, Level",Standard,SingleFamily,Mediterranean,Detached,Stucco,Tile,Existing,No,1928," No Solar, 220 Volts in Kitchen",Public,Alameda,EAST END,,,,,,$1.4M - $1.4M," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range, Microwave, Refrigerator",Covered,Public Sewer," Fire Alarm, Security Alarm - Owned",,None,,,
24857708,Detached,1937,Floor Furnace,No Air Conditioning,1 Attached Garage space,,$634,3,2,1," Counter - Tile, Dishwasher, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Other"," Hardwood, Vinyl",Floor Furnace,No Air Conditioning," Dryer, In Garage, Washer"," Tile Counters, Eat-in Kitchen, No Additional Rooms"," 1,569"," 1,569 sqft",1," Family Room, Wood Burning",1," Attached, Garage",1,1,Two Story,2,None," Back Yard, Front Yard, Sprinklers Front",Regular,Standard,SingleFamily,Mediterranean,Detached,Vinyl Siding,Composition Shingles,Existing,No,1937,No Solar,Public,Alameda,FERNSIDE,,,,,,$995K - $995K," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range",Patio,Public Sewer,,,None,,,
2071614826,SingleFamily,2021,No Data,No Data,2 Parking spaces,,$552,4,4,3,,,,,,,," 2,565 sqft",,,2,"",,,,,,,,,SingleFamily,,,,,,Yes,,,,Alameda,,,,,,,,,,,,,,,,Pulte Homes,
24856988,Detached,1912,"Zoned, Natural Gas",None,1 Garage space,,$719,4,3,3," Breakfast Bar, Counter - Stone, Dishwasher, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Island, Pantry, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Hardwood, Tile"," Zoned, Natural Gas",None," Hookups Only, Laundry Closet, Upper Level"," Sound System, Breakfast Bar, Stone Counters, Eat-in Kitchen, Kitchen Island, Pantry, Updated Kitchen, Dining Area, Family Room, Formal Dining Room, Kitchen/Family Combo"," 2,497"," 2,497 sqft",2," Decorative, Dining Room, Living Room",1," Converted Garage, Detached, Off Street",1,1,Two Story,2,None," Back Yard, Front Yard, Garden/Play, Garden, Landscape Back, Landscape Front, Backyard"," Level, Regular, Front Yard, Landscape Back, Landscape Front",Standard,SingleFamily,Craftsman,Detached,Wood Siding,Composition Shingles,Existing,No,1912,No Solar,Public,Alameda,EAST END,,,,,,$1.8M - $1.8M," Cash,Conventional"," Gas Water Heater, Tankless Water Heater, Dishwasher, Disposal, Gas Range, Free-Standing Range, Refrigerator"," Deck, Front Porch",Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",Skylight(s),,,,
2071614830,Condo,2021,No Data,No Data,2 Parking spaces,,$647,3,2,2,,,,,,,," 1,454 sqft",,,2,"",,,,,,,,,Condo,,,,,,Yes,,,,Alameda,,,,,,,,,,,,,,,,Pulte Homes,
2075133369,Condo,2021,No Data,No Data,0 spaces,,$569,4,4,4,,,,,,,," 1,914 sqft",,,,,,,,,,,,,Condo,,,,,,Yes,,,,Alameda,,,,,,,,,,,,,,,,Trumark Homes,
2071614815,Townhouse,2021,No Data,No Data,1 Parking space,,$765,2,2,1,,,,,,,," 1,066 sqft",,,1,"",,,,,,,,,Townhouse,,,,,,Yes,,,,Alameda,,,,,,,,,,,,,,,,Pulte Homes,
24864273,Detached,1916,Forced Air,Ceiling Fan(s),No Garage,,$850,2,1,1," 220 Volt Outlet, Counter - Stone, Dishwasher, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Tile, See Remarks",Forced Air,Ceiling Fan(s)," 220 Volt Outlet, Hookups Only, Laundry Room"," Stone Counters, Updated Kitchen, Formal Dining Room"," 1,056"," 1,056 sqft",1," Decorative, Living Room, Wood Burning",,No Garage,,,One Story,1,None," Back Yard, Front Yard, Sprinklers Automatic, Landscape Back, Landscape Front, Yard Space, Backyard, Unit Faces Street"," Regular, Front Yard, Landscape Front",Standard,SingleFamily," Bungalow,Victorian,Modern/High Tech,Vintage",Detached,Wood Siding,Composition Shingles,Existing,No,1916," No Solar, 220 Volts in Kitchen",Public,Alameda,WEST END,,,,,,$898K - $898K," Cash,Conventional"," Gas Water Heater, Dishwasher, Free-Standing Range, Refrigerator"," Front Porch, Porch, Porch Ramp",Public Sewer," Double Strapped Water Heater, Smoke Detector(s)",Double Pane Windows,None,,,
2071614818,Condo,2021,No Data,No Data,2 Parking spaces,,$549,3,3,2,,,,,,,," 1,997 sqft",,,2,"",,,,,,,,,Condo,,,,,,Yes,,,,Alameda,,,,,,,,,,,,,,,,Pulte Homes,
2071614823,Condo,2021,No Data,No Data,2 Parking spaces,,$584,3,3,3,,,,,,,," 1,756 sqft",,,2,"",,,,,,,,,Condo,,,,,,Yes,,,,Alameda,,,,,,,,,,,,,,,,Pulte Homes,
2075133368,Condo,2021,No Data,No Data,0 spaces,,$568,3,4,3,,,,,,,," 2,076 sqft",,,,,,,,,,,,,Condo,,,,,,Yes,,,,Alameda,,,,,,,,,,,,,,,,Trumark Homes,
24862217,Quadruplex,1958,Wall Furnace,No Air Conditioning,4 Garage spaces,,$572,9,4,,," Tile, Wood",Wall Furnace,No Air Conditioning,,Tub w/Shower Over," 3,840"," 3,840 sqft",,,4," Garage, Off Street, Assigned",,,,,," Sprinklers Front, No Yard, Landscape Front",Corner Lot,Standard,MultiFamily,,Quadruplex,Stucco,Elastomeric,,,1958,,Public,Alameda,,,,,,,$2.2M - $2.2M," All Inclusive,Cash,1031 Exchange",Gas Water Heater," Patio, Covered, Enclosed",Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",,,,,
2111367837,Townhouse,1940,"Natural Gas, Wall Furnace",None,"Off Street, None, Other, See Remarks",$338 monthly,$859,2,1,1," Counter - Solid Surface, Garbage Disposal, Range/Oven Free Standing, Refrigerator, Self-Cleaning Oven, Updated Kitchen",Other," Natural Gas, Wall Furnace",None," Laundry Closet, Washer/Dryer Stacked Incl"," Counter - Solid Surface, Updated Kitchen, No Additional Rooms",697,697 sqft,0,None,," Off Street, None, Other, See Remarks",,," One Story,One",1,None," Back Yard, Yard Space, Unit Faces Street",Regular,Standard,Townhouse,Bungalow,Townhouse,Wood Siding,Unknown,Existing,No,1940," No Solar, Solar Unknown",,Alameda,None,$338 monthly," Greenbelt, Guest Parking"," Common Area Maint, Exterior Maintenance, Gas, Reserves, Trash, Water/Sewer, Insurance",WOODSTOCK HOA,510-769-8844,$599K - $599K,Call Listing Agent," Dryer, Washer, Disposal, Free-Standing Range, Refrigerator, Self Cleaning Oven",,Public Sewer,,Screens,,,,
163650749,CONDO,2016,Gas,No Data,Garage - Attached,$322 monthly,$528,4,3,3,,Hardwood,Gas,," Dryer, Washer, Other, Gas Hookup, Electricity Hookup (220V)",,," 2,454 sqft",,,,Garage - Attached,,,,,,,,,Condo,,,,Other,,No,2016,,,Alameda,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,Security Alarm,,,,,
24864013,Detached,1896,Other,None,None,,$623,2,1,1,None,Laminate,Other,None," Hookups Only, In Basement",Workshop," 1,283"," 1,283 sqft",0,None,,None,,,One Story,1,None,Back Yard," Level, Regular",Standard,SingleFamily,Victorian,Detached,Wood Siding,Composition Shingles,Existing,No,1896,No Solar,Public,Alameda,WEST END,,,,,,$799K - $799K," Cash,Creative",,,Public Sewer,,,,,,
24859582,Detached,1890,Gravity,None,Off Street,,$846,3,2,2," 220 Volt Outlet, Counter - Stone, Dishwasher, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Microwave, Refrigerator, Updated Kitchen"," Hardwood, Other",Gravity,None,Laundry Closet," Stone Counters, Eat-in Kitchen, Updated Kitchen, Family Room"," 1,152"," 1,152 sqft",0,None,,Off Street,,,Two Story,2,None," Back Yard, Front Yard",Premium Lot,Standard,SingleFamily," Farm House,Victorian",Detached,Wood Siding,Composition Shingles,Existing,No,1890," No Solar, 220 Volts in Kitchen",Public,Alameda,ALAMEDA,,,,,,$975K - $975K," Cash,Conventional"," Washer, Dishwasher, Disposal, Gas Range, Microwave, Refrigerator"," Deck, Covered",Public Sewer,Smoke Detector(s),,,,,
24859658,Detached,1880,Forced Air,None,Off Street,,$628,3,2,2," Counter - Stone, Dishwasher, Garbage Disposal, Gas Range/Cooktop, Microwave, Refrigerator, Updated Kitchen",Engineered Wood,Forced Air,None," Dryer, Washer"," Stone Counters, Updated Kitchen, Bonus/Plus Room, Office"," 1,430"," 1,430 sqft",0,None,,Off Street,,,Two Story,2,None," Back Yard, Front Yard, Garden/Play, Sprinklers Automatic, Storage, Garden, Landscape Back, Landscape Front, Yard Space"," Level, Regular",Standard,SingleFamily,Traditional,Detached,Wood Siding,Composition Shingles,Existing,No,1880,No Solar,Public,Alameda,EAST END,,,,,,$898K - $898K," Cash,Conventional"," Dryer, Washer, Dishwasher, Disposal, Gas Range, Microwave, Refrigerator"," Rear Porch, Front Porch, Porch",Public Sewer,,,,,,
2071614824,Condo,2021,No Data,No Data,2 Parking spaces,,$649,2,3,2,,,,,,,," 1,366 sqft",,,2,"",,,,,,,,,Condo,,,,,,Yes,,,,Alameda,,,,,,,,,,,,,,,,Pulte Homes,
24869784,Condominium,1980,Electric,No Air Conditioning,1 Attached Garage space,$540 monthly,$715,2,2,2," Counter - Tile, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Ice Maker Hookup, Microwave, Range/Oven Free Standing, Refrigerator, Self-Cleaning Oven"," Linoleum, Tile, Carpet",Electric,No Air Conditioning," 220 Volt Outlet, Dryer, Laundry Closet, Washer"," Tile Counters, Dining Area, Dining Ell, Storage"," 1,188"," 1,188 sqft",1,Living Room,1," Garage Door Opener, Attached, Covered, Garage, Int Access From Garage, Side Yard Access, Space Per Unit - 1, Guest, Enclosed",1,1," One Story,One",1,None,Sprinklers Automatic," Cul-De-Sac, Regular",Standard,Condo,Contemporary,Condominium,Wood Siding,Wood,Existing,No,1980,No Solar,Public,Alameda,WEST END,$540 monthly," Greenbelt, Gated, Trail(s)"," Exterior Maintenance, Management Fee, Reserves, Security/Gate Fee, Other",CROWN HARBOR,833-462-3627,$849K - $849K," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Electric Range, Disposal, Plumbed For Ice Maker, Microwave, Free-Standing Range, Refrigerator, Self Cleaning Oven",Patio,Public Sewer,,Window Coverings,,,,Ground Floor Location
24869107,Condominium,1970,Forced Air,None,1 Garage space,$535 monthly,$588,2,2,2," Breakfast Bar, Counter - Stone, Dishwasher, Eat In Kitchen, Electric Range/Cooktop, Microwave, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Tile, Carpet",Forced Air,None," Dryer, Washer, In Kitchen"," Breakfast Bar, Stone Counters, Eat-in Kitchen, Updated Kitchen, Dining Area"," 1,360"," 1,360 sqft",1," Decorative, Living Room",1," Detached, Space Per Unit - 1",1,1," One Story,One",1,None,Unit Faces Street,,Standard,Condo,Contemporary,Condominium,Stucco,Other,Existing,No,1970,No Solar,Public,Alameda,SOUTH SHORE,$535 monthly,Gated," Exterior Maintenance, Management Fee, Reserves, Security/Gate Fee",SHOREVIEW,510-569-0722,$799K - $799K," Cash,Conventional,FHA,VA Loan"," Dryer, Washer, Gas Water Heater, Dishwasher, Electric Range, Microwave, Free-Standing Range, Refrigerator",Patio,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",Window Coverings,Disabled Kit Feat," Bay, City Lights, San Francisco, Water",," Ground Floor Location,No Steps to Entry"
24859228,Detached,1927,"Floor Furnace, Forced Air",None,1 Attached Garage space,,$770,3,2,1," Breakfast Bar, Counter - Stone, Dishwasher, Garbage Disposal, Gas Range/Cooktop, Ice Maker Hookup, Island, Pantry, Range/Oven Free Standing, Refrigerator"," Hardwood, Hardwood Flrs Throughout, Tile"," Floor Furnace, Forced Air",None," Dryer, Gas Dryer Hookup, Laundry Room, Washer, In Unit"," Breakfast Bar, Stone Counters, Kitchen Island, Pantry, Bonus/Plus Room, Dining Area"," 1,559"," 1,559 sqft",1," Brick, See Remarks",1,Attached,1,1,Two Story,2,None," Back Yard, Front Yard, Low Maintenance, Backyard"," Level, Curb(s), Front Yard",Standard,SingleFamily,Other,Detached,Stucco," Tile,Flat",Existing,No,1927,No Solar,Public,Alameda,ALAMEDA,,,,,,$1.2M - $1.2M," Cash,Conventional,FHA,VA Loan,Other"," Dryer, Washer, Tankless Water Heater, Dishwasher, Disposal, Gas Range, Plumbed For Ice Maker, Free-Standing Range, Refrigerator",Porch Steps,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",Double Pane Windows,,,,
24860300,DUPLEX,1875,Natural Gas,No Air Conditioning,Uncovered Parking Space,,$436,6,4,,," Vinyl, Carpet, Wood",Natural Gas,No Air Conditioning,,," 2,726"," 2,726 sqft",,,,Uncovered Parking Space,,,,,,Back Yard," Level, Regular, Back Yard",Standard,MultiFamily,,DUPLEX,Wood Siding,Unknown,,,1875,,Public,Alameda,,,,,,,$1.2M - $1.2M," Conventional,1031 Exchange",Gas Water Heater,,,,,,,,
24858234,Detached,1906,"Forced Air, Natural Gas",Central Air,"None, On Street",,"$1,240",2,1,1," Counter - Stone, Garbage Disposal, Gas Range/Cooktop, Pantry, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Bamboo, Tile"," Forced Air, Natural Gas",Central Air," Gas Dryer Hookup, Hookups Only"," Stone Counters, Pantry, Updated Kitchen",805,805 sqft,0,None,," None, On Street",,,One Story,1,None," Back Yard, Front Yard, Garden/Play, Sprinklers Automatic, Sprinklers Back, Sprinklers Front, Storage",Regular,Standard,SingleFamily,Cottage,Detached," Other, Fiber Cement",Composition Shingles,Existing,No,1906,No Solar," Other (Irrigation), Public",Alameda,EAST END,,,,,,$998K - $998K," Cash,Conventional,FHA,VA Loan"," Tankless Water Heater, Disposal, Gas Range, Free-Standing Range, Refrigerator"," Deck, Patio",Public Sewer,," Double Pane Windows, Window Coverings",None,,,
2068684453,DUPLEX,1915,Forced Air,Ceiling Fan(s),2 Garage spaces,,$579,5,,,," Linoleum, Vinyl, Carpet, Wood",Forced Air,Ceiling Fan(s),Laundry Room,," 3,092"," 3,092 sqft",,,2," Detached, Off Street, Space Per Unit - 1",,,,,,Back Yard,Regular,Standard,MultiFamily,,DUPLEX,Wood Shingles,Composition Shingles,,,1915,,Public,Alameda,,,,,,,$1.8M - $1.8M," Cash,Conventional",Gas Water Heater," Deck, Balcony/Patio",,,,,,,
24868044,Condominium,1915,Forced Air,None,Garage,No Data,$441,3,3,2," Breakfast Nook, Counter - Solid Surface, Garbage Disposal, Refrigerator"," Linoleum, Carpet, Wood",Forced Air,None,Laundry Room," Breakfast Nook, Counter - Solid Surface, Den, Dining Area"," 2,040"," 2,040 sqft",2," Brick, Living Room, Other",,Detached,,,Two Story,2,None," Back Yard, Side Yard, Storage Area, Unit Faces Street",,Standard,Condo,Craftsman,Condominium,Wood Siding,Composition Shingles,Existing,No,1915,No Solar,,Alameda,CENTRAL ALAMEDA,,,,,,$899K - $899K," Cash,Conventional"," Gas Water Heater, Disposal, Refrigerator"," Deck, Patio",Public Sewer,,,,Water,,
24859354,Detached,1949,"Natural Gas, Wall Furnace",None,1 Garage space,,$613,3,2,2," 220 Volt Outlet, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Refrigerator, Updated Kitchen",Vinyl," Natural Gas, Wall Furnace",None," 220 Volt Outlet, Hookups Only, Laundry Room"," Updated Kitchen, Family Room, Office"," 2,038"," 2,038 sqft",2," Brick, Family Room, Living Room",1," Garage Door Opener, Detached, Off Street",1,1,Two Story,2,In Ground," Back Yard, Front Yard, Landscape Front, Backyard"," Level, Front Yard, Landscape Front",Standard,SingleFamily,Mid Century Modern,Detached," Stucco, Wood Siding",Tar/Gravel,Existing,No,1949," No Solar, 220 Volts in Kitchen",Public,Alameda,SOUTHSHORE,,,,,,$1.3M - $1.3M," Cash,Conventional"," Tankless Water Heater, Dishwasher, Electric Range, Disposal, Refrigerator",Patio,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",,,,,
24867940,Condominium,1966,Other,"Ceiling Fan(s), No Air Conditioning",1 Garage space,$495 monthly,$538,2,2,2," 220 Volt Outlet, Electric Range/Cooktop, Range/Oven Free Standing"," Hardwood, Tile",Other," Ceiling Fan(s), No Air Conditioning",Community Facility," Dining Area, Elevator"," 1,162"," 1,162 sqft",0,None,1," Space Per Unit - 1, Below Building Parking",1,1,One Story,1,Community,No Yard,,Standard,Condo,None,Condominium,Stucco,Unknown,Existing,No,1966," No Solar, 220 Volts in Kitchen",Public,Alameda,ALAMEDA,$495 monthly," Fitness Center, Pool, Gated, Exercise Court"," Common Area Maint, Common Hot Water, Security/Gate Fee, Water/Sewer",SOUTH SHORE LAGOON,510-865-2383,$625K - $625K," Cash,Conventional"," Electric Range, Free-Standing Range",,Public Sewer,,,Accessible Elevator Installed,Water,,
24856100,Detached,1958,Forced Air,"Ceiling Fan(s), No Air Conditioning",2 Attached Garage spaces,,$825,3,3,3," Counter - Stone, Dishwasher, Garbage Disposal, Gas Range/Cooktop, Island, Range/Oven Free Standing, Refrigerator",Hardwood,Forced Air," Ceiling Fan(s), No Air Conditioning",In Garage," Stone Counters, Kitchen Island"," 1,575"," 1,575 sqft",1,Living Room,2," Garage Door Opener, Attached",2,2,One Story,1,None," Back Yard, Front Yard",Regular,Standard,SingleFamily,Ranch,Detached,Stucco,Composition Shingles,Existing,No,1958,No Solar,Public,Alameda,ALAMEDA,,,,,,$1.3M - $1.3M," Cash,Conventional"," Gas Water Heater, Dishwasher, Disposal, Gas Range, Free-Standing Range, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)"," Double Pane Windows, Window Coverings",,,,
24861921,Triplex,1900,"Gas, MultiZone, Wall Furnace",None,2 Garage spaces,,$646,4,2,2,,," Gas, MultiZone, Wall Furnace",None," Laundry Closet, Washer/Dryer Hookups",," 1,950"," 1,950 sqft",,,4," Detached, Garage, Off Street",2,,,,,," Curb(s), Shape Regular"," Offer As Is,Standard",MultiFamily,,Triplex,,Composition,,,1900,,Public,Alameda,,,,,,,,,,,Public Sewer,,,,,,
24859642,Detached,1910,Forced Air,None,1 Garage space,,$909,2,1,1," Counter - Stone, Electric Range/Cooktop, Refrigerator"," Hardwood Flrs Throughout, Tile",Forced Air,None," Dryer, Laundry Closet, Washer"," Stone Counters, Office",979,979 sqft,0,None,1," Detached, Off Street, On Street",1,1,One Story,1,None,,Regular,Standard,SingleFamily,Bungalow,Detached," Stucco, Wood Siding",Composition Shingles,Existing,No,1910,No Solar,Public,Alameda,EAST END,,,,,,$890K - $890K," Cash,Conventional,FHA,VA Loan"," Gas Water Heater, Electric Range, Refrigerator",,Public Sewer,,Double Pane Windows,,,,
24864647,Detached,1945,Other,None,None,,$698,3,1,1,Other,Wood,Other,None,Other,No Additional Rooms," 1,002"," 1,002 sqft",1,Other,,None,,,One Story,1,None,Back Yard,Corner Lot,Probate Listing,SingleFamily,Bungalow,Detached,Wood Siding,Other,Existing,No,1945,No Solar,Public,Alameda,WEST END,,,,,,$699K - $699K,Cash,,,Public Sewer,,,,,,
24861003,Detached,1893,Other,Other,Garage,,$552,5,6,5," Counter - Stone, Dishwasher, Eat In Kitchen, Gas Range/Cooktop, Other, Refrigerator, Updated Kitchen"," Carpet, Hardwood, Other, Tile",Other,Other," Dryer, In Basement, Washer"," Stone Counters, Eat-in Kitchen, Updated Kitchen, Den"," 5,249"," 5,249 sqft",1,Family Room,," Detached, Other",,,Three or More Stories,3,Other," Back Yard, Garden/Play, Side Yard, Sprinklers Back",Corner Lot,Standard,SingleFamily,Victorian,Detached," Wood Siding, Other",Composition Shingles,Existing,No,1893,No Solar,Public,Alameda,CENTRAL ALAMEDA,,,,,,$2.9M - $2.9M,None," Dryer, Washer, Dishwasher, Gas Range, Refrigerator",Deck,Public Sewer,,,None,,,
24866636,TOWNHOUSE,1974,"Forced air, Electric, Gas",None,"Garage - Detached, On-street",$539 monthly,$565,3,3,2,," Tile, Carpet, Laminate"," Forced air, Electric, Gas",None,Inside,,," 1,760 sqft",,,," Garage - Detached, On-street",,,,,,,,,Townhouse,,,wood frame,Composition,,No,1974,,,Alameda,,,,,,,,," Dishwasher, Range / Oven, Refrigerator",,,,,,,,
